source,source_code,source_sheet,대분류,중분류,source_item_text,source_operation_type,canonical_id
union_standard_time,1068558,승용-경형,소모품 및 하체정비,하체 부품,"프론트사이드 멤버(앞부분,좌)",교환,CAN-003049
union_standard_time,1068636,승용-경형,소모품 및 하체정비,브레이크/타이어,"프론트 휠 하우스(앞부분,우)",교환,CAN-003201
union_standard_time,1068664,승용-경형,소모품 및 하체정비,하체 부품,"프론트사이드 멤버(앞부분,우)",교환,CAN-003047
union_standard_time,1069309,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 가드(좌측),탈착,CAN-003196
union_standard_time,1069309,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 가드(좌측),교환,CAN-003195
union_standard_time,1069311,승용-경형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(좌측),탈착,CAN-000805
union_standard_time,1069311,승용-경형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(좌측),교환,CAN-000804
union_standard_time,1069410,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 가드(우측),탈착,CAN-003194
union_standard_time,1069410,승용-경형,소모품 및 하체정비,브레이크/타이어,프론트 휠 가드(우측),교환,CAN-003193
union_standard_time,1069412,승용-경형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(우측),탈착,CAN-000803
union_standard_time,1069412,승용-경형,소모품 및 하체정비,브레이크/타이어,리어 휠가드(우측),교환,CAN-000802
union_standard_time,1078001,승용-경형,기능정비,엔진 부품,카울그릴,탈착,CAN-002437
union_standard_time,1078001,승용-경형,기능정비,엔진 부품,카울그릴,교환,CAN-002436
union_standard_time,1078002,승용-경형,판금/도장정비,판금(탈부착),카울패널,교환,CAN-002454
union_standard_time,1078004,승용-경형,판금/도장정비,판금(탈부착),카울언더패널,탈착,CAN-002447
union_standard_time,1078004,승용-경형,판금/도장정비,판금(탈부착),카울언더패널,교환,CAN-002446
union_standard_time,1078012,승용-경형,판금/도장정비,판금(탈부착),카울톱패널,탈착,CAN-002453
union_standard_time,1078012,승용-경형,판금/도장정비,판금(탈부착),카울톱패널,교환,CAN-002452
union_standard_time,1078014,승용-경형,판금/도장정비,판금(탈부착),대쉬패널,교환,CAN-000144
union_standard_time,1078024,승용-경형,소모품 및 하체정비,하체 부품,카울크로스멤버,탈착,CAN-002449
union_standard_time,1078024,승용-경형,소모품 및 하체정비,하체 부품,카울크로스멤버,교환,CAN-002448
union_standard_time,1078028,승용-경형,기능정비,엔진 부품,카울언더커버(조립식),탈착,CAN-002445
union_standard_time,1078028,승용-경형,기능정비,엔진 부품,카울언더커버(조립식),교환,CAN-002444
union_standard_time,1078306,승용-경형,판금/도장정비,판금(탈부착),카울사이드패널(좌측),교환,CAN-002441
union_standard_time,1078409,승용-경형,판금/도장정비,판금(탈부착),카울사이드패널(우측),교환,CAN-002440
union_standard_time,1088301,승용-경형,기능정비,엔진 부품,프론트 필러 ASSY(좌측),교환,CAN-003160
union_standard_time,1088302,승용-경형,기능정비,엔진 부품,"프론트 필러(외측,좌)",교환,CAN-003170
union_standard_time,1088307,승용-경형,기능정비,엔진 부품,윈도우필러(좌측),교환,CAN-002239
union_standard_time,1088410,승용-경형,기능정비,엔진 부품,프론트 필러 ASSY(우측),교환,CAN-003159
union_standard_time,1088411,승용-경형,기능정비,엔진 부품,"프론트 필러(외측,우)",교환,CAN-003169
union_standard_time,1088416,승용-경형,기능정비,엔진 부품,윈도우필러(우측),교환,CAN-002237
union_standard_time,1128301,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(좌측),탈착,CAN-002970
union_standard_time,1128301,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(좌측),교환,CAN-002968
union_standard_time,1128301,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(좌측),오버홀,CAN-002969
union_standard_time,1128406,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(우측),탈착,CAN-002954
union_standard_time,1128406,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(우측),교환,CAN-002952
union_standard_time,1128406,승용-경형,판금/도장정비,판금(탈부착),프론트 도어(우측),오버홀,CAN-002953
union_standard_time,1138301,승용-경형,판금/도장정비,판금(탈부착),리어 도어(좌측),탈착,CAN-000513
union_standard_time,1138301,승용-경형,판금/도장정비,판금(탈부착),리어 도어(좌측),교환,CAN-000511
union_standard_time,1138301,승용-경형,판금/도장정비,판금(탈부착),리어 도어(좌측),오버홀,CAN-000512
union_standard_time,1138302,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(좌,전동)",탈착,CAN-000510
union_standard_time,1138302,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(좌,전동)",교환,CAN-000508
union_standard_time,1138302,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(좌,전동)",오버홀,CAN-000509
union_standard_time,1138407,승용-경형,판금/도장정비,판금(탈부착),리어 도어(우측),탈착,CAN-000504
union_standard_time,1138407,승용-경형,판금/도장정비,판금(탈부착),리어 도어(우측),교환,CAN-000502
union_standard_time,1138407,승용-경형,판금/도장정비,판금(탈부착),리어 도어(우측),오버홀,CAN-000503
union_standard_time,1138408,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(우,전동)",탈착,CAN-000501
union_standard_time,1138408,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(우,전동)",교환,CAN-000499
union_standard_time,1138408,승용-경형,판금/도장정비,판금(탈부착),"리어 도어(우,전동)",오버홀,CAN-000500
union_standard_time,1148402,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어(우측),탈착,CAN-001449
union_standard_time,1148402,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어(우측),교환,CAN-001447
union_standard_time,1148402,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어(우측),오버홀,CAN-001448
union_standard_time,1148405,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어레일(우측),탈착,CAN-001440
union_standard_time,1148405,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어레일(우측),교환,CAN-001439
union_standard_time,1149416,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어레일 커버(우측),탈착,CAN-001444
union_standard_time,1149416,승용-경형,판금/도장정비,판금(탈부착),슬라이딩 도어레일 커버(우측),교환,CAN-001443
union_standard_time,1169301,승용-경형,기능정비,엔진 부품,사이드 미러(좌측),탈착,CAN-001156
union_standard_time,1169301,승용-경형,기능정비,엔진 부품,사이드 미러(좌측),교환,CAN-001154
union_standard_time,1169307,승용-경형,기능정비,엔진 부품,사이드미러(좌측),오버홀,CAN-001155
union_standard_time,1169404,승용-경형,기능정비,엔진 부품,사이드 미러(우측),탈착,CAN-001144
union_standard_time,1169404,승용-경형,기능정비,엔진 부품,사이드 미러(우측),교환,CAN-001142
union_standard_time,1169408,승용-경형,기능정비,엔진 부품,사이드미러(우측),오버홀,CAN-001143
union_standard_time,1178301,승용-경형,기능정비,엔진 부품,센터필러ASSY(좌측),교환,CAN-001304
union_standard_time,1178303,승용-경형,기능정비,엔진 부품,"센터 필러(외측,좌)",교환,CAN-001309
union_standard_time,1178405,승용-경형,기능정비,엔진 부품,센터 필러 ASSY(우측),교환,CAN-001303
union_standard_time,1178407,승용-경형,기능정비,엔진 부품,"센터 필러(외측,우)",교환,CAN-001307
union_standard_time,1188301,승용-경형,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(좌측),교환,CAN-001193
union_standard_time,1188302,승용-경형,판금/도장정비,판금(탈부착),"사이드스텝패널(외측,좌)",교환,CAN-001200
union_standard_time,1188304,승용-경형,판금/도장정비,판금(탈부착),"사이드스텝패널(부분,외측,좌)",교환,CAN-001197
union_standard_time,1188405,승용-경형,판금/도장정비,판금(탈부착),사이드스텝패널ASSY(우측),교환,CAN-001192
union_standard_time,1188406,승용-경형,판금/도장정비,판금(탈부착),"사이드스텝패널(외측,우)",교환,CAN-001198
union_standard_time,1188408,승용-경형,판금/도장정비,판금(탈부착),"사이드스텝패널(부분,외측,우)",교환,CAN-001196
union_standard_time,1198311,승용-경형,판금/도장정비,판금(탈부착),사이드스텝몰딩(좌측),탈착,CAN-001185
union_standard_time,1198311,승용-경형,판금/도장정비,판금(탈부착),사이드스텝몰딩(좌측),교환,CAN-001184
union_standard_time,1198412,승용-경형,판금/도장정비,판금(탈부착),사이드스텝몰딩(우측),탈착,CAN-001183
union_standard_time,1198412,승용-경형,판금/도장정비,판금(탈부착),사이드스텝몰딩(우측),교환,CAN-001182
union_standard_time,1208303,승용-경형,기능정비,엔진 부품,"사이드 프레임ASSY(외측,좌)",교환,CAN-001238
union_standard_time,1208305,승용-경형,기능정비,엔진 부품,"사이드 프레임ASSY(일체,좌)",교환,CAN-001240
union_standard_time,1208307,승용-경형,기능정비,엔진 부품,"사이드 프레임(외측,좌) I",교환,CAN-001247
union_standard_time,1208309,승용-경형,기능정비,엔진 부품,"사이드 프레임(일체,좌) I",교환,CAN-001252
union_standard_time,1208311,승용-경형,기능정비,엔진 부품,"사이드 프레임(외측,좌) II",교환,CAN-001246
union_standard_time,1208313,승용-경형,기능정비,엔진 부품,"사이드 프레임(일체,좌) II",교환,CAN-001251
union_standard_time,1208404,승용-경형,기능정비,엔진 부품,"사이드 프레임ASSY(외측,우)",교환,CAN-001237
union_standard_time,1208406,승용-경형,기능정비,엔진 부품,"사이드 프레임ASSY(일체,우)",교환,CAN-001239
union_standard_time,1208408,승용-경형,기능정비,엔진 부품,"사이드 프레임(외측,우) I",교환,CAN-001245
union_standard_time,1208410,승용-경형,기능정비,엔진 부품,"사이드 프레임(일체,우) I",교환,CAN-001250
union_standard_time,1208412,승용-경형,기능정비,엔진 부품,"사이드 프레임(외측,우) II",교환,CAN-001244
union_standard_time,1208414,승용-경형,기능정비,엔진 부품,"사이드 프레임(일체,우) II",교환,CAN-001249
union_standard_time,1218001,승용-경형,판금/도장정비,판금(탈부착),루프패널,교환,CAN-000458
union_standard_time,1218035,승용-경형,기능정비,엔진 부품,인사이드 미러(룸미러),탈착,CAN-002256
union_standard_time,1218035,승용-경형,기능정비,엔진 부품,인사이드 미러(룸미러),교환,CAN-002255
union_standard_time,1219009,승용-경형,판금/도장정비,판금(탈부착),루프 헤더 패널,교환,CAN-000473
union_standard_time,1219010,승용-경형,판금/도장정비,판금(탈부착),루프 리어 헤더패널,교환,CAN-000398
union_standard_time,1219016,승용-경형,판금/도장정비,판금(탈부착),루프 크로스 레일 NO.1,교환,CAN-000425
union_standard_time,1219017,승용-경형,판금/도장정비,판금(탈부착),루프 크로스 레일 NO.2,교환,CAN-000427
union_standard_time,1219018,승용-경형,판금/도장정비,판금(탈부착),루프 크로스 레일 NO.3,교환,CAN-000429
union_standard_time,1219019,승용-경형,판금/도장정비,판금(탈부착),루프 크로스 레일 NO.4,교환,CAN-000431
union_standard_time,1219020,승용-경형,판금/도장정비,판금(탈부착),루프 크로스 레일 NO.5,교환,CAN-000433
union_standard_time,1219027,승용-경형,판금/도장정비,판금(탈부착),루프톱실링,탈착,CAN-000437
union_standard_time,1219027,승용-경형,판금/도장정비,판금(탈부착),루프톱실링,교환,CAN-000436
union_standard_time,1219322,승용-경형,판금/도장정비,판금(탈부착),루프랙(좌측),탈착,CAN-000396
union_standard_time,1219322,승용-경형,판금/도장정비,판금(탈부착),루프랙(좌측),교환,CAN-000395
union_standard_time,1219323,승용-경형,판금/도장정비,판금(탈부착),루프 사이드 몰딩(좌측),탈착,CAN-000411
union_standard_time,1219323,승용-경형,판금/도장정비,판금(탈부착),루프 사이드 몰딩(좌측),교환,CAN-000410
union_standard_time,1219424,승용-경형,판금/도장정비,판금(탈부착),루프랙(우측),탈착,CAN-000394
union_standard_time,1219424,승용-경형,판금/도장정비,판금(탈부착),루프랙(우측),교환,CAN-000393
union_standard_time,1219425,승용-경형,판금/도장정비,판금(탈부착),루프 사이드 몰딩(우측),탈착,CAN-000409
union_standard_time,1219425,승용-경형,판금/도장정비,판금(탈부착),루프 사이드 몰딩(우측),교환,CAN-000408
union_standard_time,1228201,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼,탈착,CAN-000536
union_standard_time,1228201,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼,교환,CAN-000534
union_standard_time,1228201,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼,오버홀,CAN-000535
union_standard_time,1228213,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼 커버,탈착,CAN-000556
union_standard_time,1228213,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼 커버,교환,CAN-000554
union_standard_time,1228213,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼 커버,오버홀,CAN-000555
union_standard_time,1228217,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼 레일,탈착,CAN-000538
union_standard_time,1228217,승용-경형,판금/도장정비,판금(탈부착),리어 범퍼 레일,교환,CAN-000537
union_standard_time,1229216,승용-경형,기능정비,전기 및 램프,후방 감지 센서,탈착,CAN-003371
union_standard_time,1229216,승용-경형,기능정비,전기 및 램프,후방 감지 센서,교환,CAN-003370
union_standard_time,1229320,승용-경형,판금/도장정비,판금(탈부착),리어범퍼 사이드브라켓(좌측),탈착,CAN-000548
union_standard_time,1229320,승용-경형,판금/도장정비,판금(탈부착),리어범퍼 사이드브라켓(좌측),교환,CAN-000547
union_standard_time,1229421,승용-경형,판금/도장정비,판금(탈부착),리어범퍼 사이드브라켓(우측),탈착,CAN-000546
union_standard_time,1229421,승용-경형,판금/도장정비,판금(탈부착),리어범퍼 사이드브라켓(우측),교환,CAN-000545
union_standard_time,1248201,승용-경형,판금/도장정비,판금(탈부착),백도어,탈착,CAN-000960
union_standard_time,1248201,승용-경형,판금/도장정비,판금(탈부착),백도어,교환,CAN-000958
union_standard_time,1248201,승용-경형,판금/도장정비,판금(탈부착),백도어,오버홀,CAN-000959
union_standard_time,1248202,승용-경형,판금/도장정비,판금(탈부착),백도어(와이퍼 부착형),탈착,CAN-000983
union_standard_time,1248202,승용-경형,판금/도장정비,판금(탈부착),백도어(와이퍼 부착형),교환,CAN-000981
union_standard_time,1248202,승용-경형,판금/도장정비,판금(탈부착),백도어(와이퍼 부착형),오버홀,CAN-000982
union_standard_time,1249210,승용-경형,판금/도장정비,판금(탈부착),백도어 록크,탈착,CAN-000964
